timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1725853515417,480,https://blazedemo.com/register,200,OK,Thread Group 1-6,text,true,,6346,1558,10,10,https://blazedemo.com/register,464,0,0
1725853515437,460,https://blazedemo.com/register,200,OK,Thread Group 1-7,text,true,,6352,1558,10,10,https://blazedemo.com/register,446,0,0
1725853515566,511,https://blazedemo.com/register,200,OK,Thread Group 1-4,text,true,,6344,1560,10,10,https://blazedemo.com/register,511,0,0
1725853515836,510,https://blazedemo.com/register,200,OK,Thread Group 1-5,text,true,,6356,1562,10,10,https://blazedemo.com/register,508,0,0
1725853515848,499,https://blazedemo.com/register,200,OK,Thread Group 1-10,text,true,,6340,1558,10,10,https://blazedemo.com/register,498,0,0
1725853535410,640,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-8,text,false,Test failed: code expected to contain /200/,2274,1774,10,10,https://blazedemo.com/register,635,0,197
1725853535345,756,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-1,text,false,Test failed: code expected to contain /200/,2278,1778,10,10,https://blazedemo.com/register,756,0,283
1725853535630,701,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-3,text,false,Test failed: code expected to contain /200/,2276,1774,10,10,https://blazedemo.com/register,701,0,237
1725853535713,821,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-2,text,false,Test failed: code expected to contain /200/,2270,1774,10,10,https://blazedemo.com/register,820,0,318
1725853535902,681,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-9,text,false,Test failed: code expected to contain /200/,2276,1780,10,10,https://blazedemo.com/register,681,0,215
1725853535999,588,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-7,text,false,Test failed: code expected to contain /200/,2266,1782,10,10,https://blazedemo.com/register,587,0,155
1725853536014,635,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-6,text,false,Test failed: code expected to contain /200/,2286,1776,10,10,https://blazedemo.com/register,630,0,143
1725853536128,800,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-4,text,false,Test failed: code expected to contain /200/,2270,1770,10,10,https://blazedemo.com/register,800,0,189
1725853536380,849,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-5,text,false,Test failed: code expected to contain /200/,2272,1782,10,10,https://blazedemo.com/register,848,0,278
1725853536578,1060,https://blazedemo.com/register,419,Internal Server Error,Thread Group 1-10,text,false,Test failed: code expected to contain /200/,2274,1770,10,10,https://blazedemo.com/register,1060,0,353
1725853540150,476,https://blazedemo.com/register,200,OK,Thread Group 1-8,text,true,,6348,1286,10,10,https://blazedemo.com/register,476,0,0
1725853540190,490,https://blazedemo.com/register,200,OK,Thread Group 1-1,text,true,,6352,1292,10,10,https://blazedemo.com/register,442,0,0
1725853540424,484,https://blazedemo.com/register,200,OK,Thread Group 1-3,text,true,,6346,1292,10,10,https://blazedemo.com/register,433,0,0
1725853540619,509,https://blazedemo.com/register,200,OK,Thread Group 1-2,text,true,,6348,1286,10,10,https://blazedemo.com/register,508,0,0
1725853540674,457,https://blazedemo.com/register,200,OK,Thread Group 1-9,text,true,,6356,1292,10,10,https://blazedemo.com/register,453,0,0
1725853540675,470,https://blazedemo.com/register,200,OK,Thread Group 1-7,text,true,,6352,1286,10,10,https://blazedemo.com/register,453,0,0
1725853540742,517,https://blazedemo.com/register,200,OK,Thread Group 1-6,text,true,,6352,1300,10,10,https://blazedemo.com/register,517,0,0
1725853541029,448,https://blazedemo.com/register,200,OK,Thread Group 1-4,text,true,,6350,1282,10,10,https://blazedemo.com/register,447,0,0
1725853541324,561,https://blazedemo.com/register,200,OK,Thread Group 1-5,text,true,,6340,1288,10,10,https://blazedemo.com/register,560,0,0
1725853541735,492,https://blazedemo.com/register,200,OK,Thread Group 1-10,text,true,,6354,1290,10,10,https://blazedemo.com/register,491,0,0
1725853542607,481,https://blazedemo.com/login,200,OK,Thread Group 1-8,text,true,,5748,1559,10,10,https://blazedemo.com/login,481,0,0
1725853542661,431,https://blazedemo.com/login,200,OK,Thread Group 1-1,text,true,,5744,1559,10,10,https://blazedemo.com/login,427,0,0
1725853542883,457,https://blazedemo.com/login,200,OK,Thread Group 1-3,text,true,,5744,1557,10,10,https://blazedemo.com/login,456,0,0
1725853543112,442,https://blazedemo.com/login,200,OK,Thread Group 1-7,text,true,,5746,1563,10,10,https://blazedemo.com/login,442,0,0
1725853543111,468,https://blazedemo.com/login,200,OK,Thread Group 1-2,text,true,,5750,1559,10,10,https://blazedemo.com/login,467,0,0
1725853543113,471,https://blazedemo.com/login,200,OK,Thread Group 1-9,text,true,,5736,1563,10,10,https://blazedemo.com/login,469,0,0
1725853543232,582,https://blazedemo.com/login,200,OK,Thread Group 1-6,text,true,,5744,1563,10,10,https://blazedemo.com/login,581,0,0
1725853543449,439,https://blazedemo.com/login,200,OK,Thread Group 1-4,text,true,,5748,1557,10,10,https://blazedemo.com/login,429,0,0
1725853543864,434,https://blazedemo.com/login,200,OK,Thread Group 1-5,text,true,,5742,1551,10,10,https://blazedemo.com/login,422,0,0
1725853544202,436,https://blazedemo.com/login,200,OK,Thread Group 1-10,text,true,,5742,1561,10,10,https://blazedemo.com/login,435,0,0
1725853558609,496,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-8,text,false,Test failed: code expected to contain /200/,2272,1734,10,10,https://blazedemo.com/login,494,0,0
1725853558630,476,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-1,text,false,Test failed: code expected to contain /200/,2270,1730,10,10,https://blazedemo.com/login,476,0,0
1725853558860,504,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-3,text,false,Test failed: code expected to contain /200/,2272,1730,10,10,https://blazedemo.com/login,504,0,0
1725853559109,460,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-2,text,false,Test failed: code expected to contain /200/,2274,1732,10,10,https://blazedemo.com/login,460,0,0
1725853559116,456,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-9,text,false,Test failed: code expected to contain /200/,2274,1722,10,10,https://blazedemo.com/login,456,0,0
1725853559081,498,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-7,text,false,Test failed: code expected to contain /200/,2270,1728,10,10,https://blazedemo.com/login,497,0,0
1725853559347,491,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-6,text,false,Test failed: code expected to contain /200/,2278,1730,10,10,https://blazedemo.com/login,491,0,0
1725853559410,445,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-4,text,false,Test failed: code expected to contain /200/,2266,1734,10,10,https://blazedemo.com/login,444,0,0
1725853559819,552,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-5,text,false,Test failed: code expected to contain /200/,2278,1728,10,10,https://blazedemo.com/login,551,0,0
1725853560160,525,https://blazedemo.com/login,419,Internal Server Error,Thread Group 1-10,text,false,Test failed: code expected to contain /200/,2272,1728,10,10,https://blazedemo.com/login,525,0,0
1725853562280,458,https://blazedemo.com/login,200,OK,Thread Group 1-8,text,true,,5748,1285,10,10,https://blazedemo.com/login,458,0,0
1725853562278,462,https://blazedemo.com/login,200,OK,Thread Group 1-1,text,true,,5734,1287,10,10,https://blazedemo.com/login,460,0,0
1725853562531,490,https://blazedemo.com/login,200,OK,Thread Group 1-3,text,true,,5744,1285,10,10,https://blazedemo.com/login,482,0,0
1725853562751,496,https://blazedemo.com/login,200,OK,Thread Group 1-9,text,true,,5762,1281,10,10,https://blazedemo.com/login,495,0,0
1725853562735,513,https://blazedemo.com/login,200,OK,Thread Group 1-2,text,true,,5748,1287,10,10,https://blazedemo.com/login,511,0,0
1725853562750,501,https://blazedemo.com/login,200,OK,Thread Group 1-7,text,true,,5740,1279,10,10,https://blazedemo.com/login,499,0,0
1725853563021,532,https://blazedemo.com/login,200,OK,Thread Group 1-4,text,true,,5736,1283,10,10,https://blazedemo.com/login,532,0,0
1725853563010,543,https://blazedemo.com/login,200,OK,Thread Group 1-6,text,true,,5740,1293,10,10,https://blazedemo.com/login,542,0,0
1725853563542,446,https://blazedemo.com/login,200,OK,Thread Group 1-5,text,true,,5748,1287,10,10,https://blazedemo.com/login,443,0,0
1725853563859,609,https://blazedemo.com/login,200,OK,Thread Group 1-10,text,true,,5750,1281,10,10,https://blazedemo.com/login,609,0,0
1725853564685,410,https://blazedemo.com/,200,OK,Thread Group 1-8,text,true,,4757,1556,10,10,https://blazedemo.com/,409,0,0
1725853457641,6574,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-8,,false,,63840,15538,10,10,null,6416,100882,928
1725853564686,417,https://blazedemo.com/,200,OK,Thread Group 1-1,text,true,,4757,1542,9,9,https://blazedemo.com/,409,0,0
1725853456944,7240,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-1,,false,,63834,15534,9,9,null,7088,100919,1610
1725853564967,524,https://blazedemo.com/,200,OK,Thread Group 1-3,text,true,,4761,1552,8,8,https://blazedemo.com/,523,0,0
1725853457154,7009,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-3,,false,,63836,15538,8,8,null,6914,101330,1457
1725853565191,452,https://blazedemo.com/,200,OK,Thread Group 1-9,text,true,,4757,1566,7,7,https://blazedemo.com/,451,0,0
1725853457735,6582,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-9,,false,,63848,15544,7,7,null,6539,101328,860
1725853565193,455,https://blazedemo.com/,200,OK,Thread Group 1-2,text,true,,4757,1556,6,6,https://blazedemo.com/,449,0,0
1725853457058,7537,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-2,,false,,63826,15532,6,6,null,7426,101056,1635
1725853565194,460,https://blazedemo.com/,200,OK,Thread Group 1-7,text,true,,4757,1548,5,5,https://blazedemo.com/,448,0,0
1725853457545,6560,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-7,,false,,63830,15528,5,5,null,6460,101553,970
1725853565500,422,https://blazedemo.com/,200,OK,Thread Group 1-4,text,true,,4757,1544,4,4,https://blazedemo.com/,414,0,0
1725853457245,7000,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-4,,false,,63820,15514,4,4,null,6947,101679,1325
1725853565500,422,https://blazedemo.com/,200,OK,Thread Group 1-6,text,true,,4761,1548,3,3,https://blazedemo.com/,412,0,0
1725853457444,6883,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-6,,false,,63850,15552,3,3,null,6817,101599,1077
1725853565945,429,https://blazedemo.com/,200,OK,Thread Group 1-5,text,true,,4757,1556,2,2,https://blazedemo.com/,420,0,0
1725853457352,7050,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-5,,false,,63840,15538,2,2,null,6965,101975,1300
1725853566411,421,https://blazedemo.com/,200,OK,Thread Group 1-10,text,true,,4757,1558,1,1,https://blazedemo.com/,412,0,0
1725853457835,7071,Test,,"Number of samples in transaction : 12, number of failing samples : 3",Thread Group 1-10,,false,,63836,15530,1,1,null,6988,101928,896
